employee_id,department,goal_id,goal_type,goal_description,target_value,current_value,achievement_rate,deadline,status
EMP0051,Engineering,GOAL_EMP0051_1,Performance Improvement,Improve performance improvement by achieving 70% target,70,53,75.71428571428571,2025-12-13,In Progress
EMP0051,Engineering,GOAL_EMP0051_2,Skill Development,Improve skill development by achieving 88% target,88,56,63.63636363636363,2025-12-25,In Progress
EMP0051,Engineering,GOAL_EMP0051_3,Performance Improvement,Improve performance improvement by achieving 72% target,72,71,98.61111111111111,2025-09-04,In Progress
EMP0051,Engineering,GOAL_EMP0051_4,Project Completion,Improve project completion by achieving 76% target,76,55,72.36842105263158,2025-11-04,In Progress
EMP0052,Operations,GOAL_EMP0052_1,Performance Improvement,Improve performance improvement by achieving 81% target,81,50,61.72839506172839,2025-10-20,In Progress
EMP0052,Operations,GOAL_EMP0052_2,Leadership Development,Improve leadership development by achieving 78% target,78,67,85.8974358974359,2025-08-31,In Progress
EMP0052,Operations,GOAL_EMP0052_3,Project Completion,Improve project completion by achieving 87% target,87,94,100.0,2026-01-07,Completed
EMP0052,Operations,GOAL_EMP0052_4,Client Satisfaction,Improve client satisfaction by achieving 83% target,83,79,95.18072289156626,2025-10-29,In Progress
EMP0052,Operations,GOAL_EMP0052_5,Project Completion,Improve project completion by achieving 85% target,85,70,82.35294117647058,2025-12-02,In Progress
EMP0053,Engineering,GOAL_EMP0053_1,Leadership Development,Improve leadership development by achieving 80% target,80,50,62.5,2025-12-29,In Progress
EMP0053,Engineering,GOAL_EMP0053_2,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,55,70.51282051282051,2025-09-13,In Progress
EMP0053,Engineering,GOAL_EMP0053_3,Skill Development,Improve skill development by achieving 83% target,83,73,87.95180722891565,2025-08-18,In Progress
EMP0053,Engineering,GOAL_EMP0053_4,Skill Development,Improve skill development by achieving 95% target,95,77,81.05263157894737,2025-10-10,In Progress
EMP0054,Sales,GOAL_EMP0054_1,Leadership Development,Improve leadership development by achieving 85% target,85,95,100.0,2025-11-26,Completed
EMP0054,Sales,GOAL_EMP0054_2,Client Satisfaction,Improve client satisfaction by achieving 74% target,74,80,100.0,2025-12-19,Completed
EMP0054,Sales,GOAL_EMP0054_3,Skill Development,Improve skill development by achieving 92% target,92,53,57.608695652173914,2025-10-13,In Progress
EMP0054,Sales,GOAL_EMP0054_4,Performance Improvement,Improve performance improvement by achieving 71% target,71,56,78.87323943661971,2025-11-06,In Progress
EMP0055,Operations,GOAL_EMP0055_1,Skill Development,Improve skill development by achieving 88% target,88,68,77.27272727272727,2025-11-05,In Progress
EMP0055,Operations,GOAL_EMP0055_2,Leadership Development,Improve leadership development by achieving 81% target,81,85,100.0,2025-10-12,Completed
EMP0055,Operations,GOAL_EMP0055_3,Skill Development,Improve skill development by achieving 76% target,76,79,100.0,2025-09-17,Completed
EMP0055,Operations,GOAL_EMP0055_4,Process Optimization,Improve process optimization by achieving 91% target,91,71,78.02197802197803,2025-09-30,In Progress
EMP0055,Operations,GOAL_EMP0055_5,Project Completion,Improve project completion by achieving 84% target,84,69,82.14285714285714,2025-09-25,In Progress
EMP0056,HR,GOAL_EMP0056_1,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,65,91.54929577464789,2025-08-28,In Progress
EMP0056,HR,GOAL_EMP0056_2,Leadership Development,Improve leadership development by achieving 86% target,86,78,90.69767441860465,2025-12-25,In Progress
EMP0056,HR,GOAL_EMP0056_3,Process Optimization,Improve process optimization by achieving 75% target,75,73,97.33333333333334,2025-11-02,In Progress
EMP0056,HR,GOAL_EMP0056_4,Skill Development,Improve skill development by achieving 86% target,86,58,67.44186046511628,2025-09-19,In Progress
EMP0056,HR,GOAL_EMP0056_5,Client Satisfaction,Improve client satisfaction by achieving 77% target,77,69,89.6103896103896,2025-08-31,In Progress
EMP0057,Product Management,GOAL_EMP0057_1,Performance Improvement,Improve performance improvement by achieving 73% target,73,69,94.52054794520548,2025-11-03,In Progress
EMP0057,Product Management,GOAL_EMP0057_2,Performance Improvement,Improve performance improvement by achieving 90% target,90,51,56.666666666666664,2025-09-22,In Progress
EMP0057,Product Management,GOAL_EMP0057_3,Client Satisfaction,Improve client satisfaction by achieving 79% target,79,62,78.48101265822784,2025-08-22,In Progress
EMP0058,Engineering,GOAL_EMP0058_1,Client Satisfaction,Improve client satisfaction by achieving 74% target,74,75,100.0,2025-08-13,Completed
EMP0058,Engineering,GOAL_EMP0058_2,Client Satisfaction,Improve client satisfaction by achieving 88% target,88,54,61.36363636363637,2025-09-22,In Progress
EMP0058,Engineering,GOAL_EMP0058_3,Leadership Development,Improve leadership development by achieving 80% target,80,69,86.25,2025-11-21,In Progress
EMP0058,Engineering,GOAL_EMP0058_4,Process Optimization,Improve process optimization by achieving 93% target,93,86,92.47311827956989,2025-11-16,In Progress
EMP0059,Operations,GOAL_EMP0059_1,Client Satisfaction,Improve client satisfaction by achieving 87% target,87,65,74.71264367816092,2025-10-15,In Progress
EMP0059,Operations,GOAL_EMP0059_2,Leadership Development,Improve leadership development by achieving 94% target,94,76,80.85106382978722,2025-09-02,In Progress
EMP0059,Operations,GOAL_EMP0059_3,Skill Development,Improve skill development by achieving 75% target,75,66,88.0,2025-12-30,In Progress
EMP0060,Product Management,GOAL_EMP0060_1,Process Optimization,Improve process optimization by achieving 82% target,82,66,80.48780487804879,2025-10-29,In Progress
EMP0060,Product Management,GOAL_EMP0060_2,Performance Improvement,Improve performance improvement by achieving 76% target,76,54,71.05263157894737,2025-08-22,In Progress
EMP0060,Product Management,GOAL_EMP0060_3,Leadership Development,Improve leadership development by achieving 80% target,80,65,81.25,2025-09-21,In Progress
EMP0060,Product Management,GOAL_EMP0060_4,Leadership Development,Improve leadership development by achieving 84% target,84,59,70.23809523809523,2025-12-27,In Progress
EMP0061,Engineering,GOAL_EMP0061_1,Process Optimization,Improve process optimization by achieving 76% target,76,73,96.05263157894737,2025-12-22,In Progress
EMP0061,Engineering,GOAL_EMP0061_2,Leadership Development,Improve leadership development by achieving 75% target,75,72,96.0,2025-12-29,In Progress
EMP0061,Engineering,GOAL_EMP0061_3,Skill Development,Improve skill development by achieving 79% target,79,83,100.0,2025-12-05,Completed
EMP0061,Engineering,GOAL_EMP0061_4,Performance Improvement,Improve performance improvement by achieving 85% target,85,63,74.11764705882354,2025-08-12,In Progress
EMP0062,Customer Support,GOAL_EMP0062_1,Skill Development,Improve skill development by achieving 94% target,94,85,90.42553191489363,2025-12-29,In Progress
EMP0062,Customer Support,GOAL_EMP0062_2,Leadership Development,Improve leadership development by achieving 78% target,78,72,92.3076923076923,2025-10-03,In Progress
EMP0062,Customer Support,GOAL_EMP0062_3,Client Satisfaction,Improve client satisfaction by achieving 81% target,81,84,100.0,2025-12-27,Completed
EMP0062,Customer Support,GOAL_EMP0062_4,Leadership Development,Improve leadership development by achieving 91% target,91,86,94.5054945054945,2025-09-07,In Progress
EMP0062,Customer Support,GOAL_EMP0062_5,Performance Improvement,Improve performance improvement by achieving 80% target,80,89,100.0,2025-09-25,Completed
EMP0063,Engineering,GOAL_EMP0063_1,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,75,96.15384615384616,2025-10-23,In Progress
EMP0063,Engineering,GOAL_EMP0063_2,Client Satisfaction,Improve client satisfaction by achieving 82% target,82,57,69.51219512195121,2025-11-15,In Progress
EMP0063,Engineering,GOAL_EMP0063_3,Client Satisfaction,Improve client satisfaction by achieving 76% target,76,50,65.78947368421053,2025-12-08,In Progress
EMP0064,Marketing,GOAL_EMP0064_1,Skill Development,Improve skill development by achieving 93% target,93,79,84.94623655913979,2026-01-06,In Progress
EMP0064,Marketing,GOAL_EMP0064_2,Performance Improvement,Improve performance improvement by achieving 86% target,86,56,65.11627906976744,2025-11-07,In Progress
EMP0064,Marketing,GOAL_EMP0064_3,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,56,60.86956521739131,2025-08-22,In Progress
EMP0065,Marketing,GOAL_EMP0065_1,Process Optimization,Improve process optimization by achieving 74% target,74,71,95.94594594594594,2025-10-08,In Progress
EMP0065,Marketing,GOAL_EMP0065_2,Client Satisfaction,Improve client satisfaction by achieving 85% target,85,61,71.76470588235294,2025-10-14,In Progress
EMP0065,Marketing,GOAL_EMP0065_3,Project Completion,Improve project completion by achieving 95% target,95,79,83.15789473684211,2025-11-28,In Progress
EMP0065,Marketing,GOAL_EMP0065_4,Leadership Development,Improve leadership development by achieving 83% target,83,92,100.0,2025-09-10,Completed
EMP0065,Marketing,GOAL_EMP0065_5,Process Optimization,Improve process optimization by achieving 91% target,91,65,71.42857142857143,2025-08-21,In Progress
EMP0066,Engineering,GOAL_EMP0066_1,Skill Development,Improve skill development by achieving 93% target,93,96,100.0,2025-11-18,Completed
EMP0066,Engineering,GOAL_EMP0066_2,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,69,76.66666666666667,2025-09-14,In Progress
EMP0066,Engineering,GOAL_EMP0066_3,Project Completion,Improve project completion by achieving 84% target,84,61,72.61904761904762,2025-11-04,In Progress
EMP0067,Finance,GOAL_EMP0067_1,Performance Improvement,Improve performance improvement by achieving 86% target,86,59,68.6046511627907,2025-09-21,In Progress
EMP0067,Finance,GOAL_EMP0067_2,Skill Development,Improve skill development by achieving 86% target,86,90,100.0,2025-12-30,Completed
EMP0067,Finance,GOAL_EMP0067_3,Client Satisfaction,Improve client satisfaction by achieving 82% target,82,65,79.26829268292683,2026-01-06,In Progress
EMP0067,Finance,GOAL_EMP0067_4,Project Completion,Improve project completion by achieving 87% target,87,78,89.65517241379311,2025-12-03,In Progress
EMP0068,Finance,GOAL_EMP0068_1,Performance Improvement,Improve performance improvement by achieving 83% target,83,93,100.0,2025-11-22,Completed
EMP0068,Finance,GOAL_EMP0068_2,Process Optimization,Improve process optimization by achieving 92% target,92,67,72.82608695652173,2025-08-23,In Progress
EMP0068,Finance,GOAL_EMP0068_3,Skill Development,Improve skill development by achieving 80% target,80,50,62.5,2025-10-10,In Progress
EMP0068,Finance,GOAL_EMP0068_4,Project Completion,Improve project completion by achieving 91% target,91,56,61.53846153846154,2025-09-13,In Progress
EMP0068,Finance,GOAL_EMP0068_5,Process Optimization,Improve process optimization by achieving 74% target,74,59,79.72972972972973,2025-11-11,In Progress
EMP0069,Operations,GOAL_EMP0069_1,Project Completion,Improve project completion by achieving 93% target,93,62,66.66666666666666,2025-10-13,In Progress
EMP0069,Operations,GOAL_EMP0069_2,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,82,100.0,2025-11-12,Completed
EMP0069,Operations,GOAL_EMP0069_3,Performance Improvement,Improve performance improvement by achieving 90% target,90,52,57.77777777777777,2025-12-03,In Progress
EMP0070,Finance,GOAL_EMP0070_1,Process Optimization,Improve process optimization by achieving 93% target,93,95,100.0,2025-11-02,Completed
EMP0070,Finance,GOAL_EMP0070_2,Skill Development,Improve skill development by achieving 71% target,71,71,100.0,2025-12-14,Completed
EMP0070,Finance,GOAL_EMP0070_3,Project Completion,Improve project completion by achieving 87% target,87,93,100.0,2025-11-26,Completed
EMP0070,Finance,GOAL_EMP0070_4,Skill Development,Improve skill development by achieving 80% target,80,67,83.75,2025-08-14,In Progress
EMP0070,Finance,GOAL_EMP0070_5,Leadership Development,Improve leadership development by achieving 75% target,75,56,74.66666666666667,2025-10-24,In Progress
EMP0071,Product Management,GOAL_EMP0071_1,Process Optimization,Improve process optimization by achieving 83% target,83,86,100.0,2025-09-01,Completed
EMP0071,Product Management,GOAL_EMP0071_2,Process Optimization,Improve process optimization by achieving 78% target,78,60,76.92307692307693,2025-12-03,In Progress
EMP0071,Product Management,GOAL_EMP0071_3,Skill Development,Improve skill development by achieving 93% target,93,96,100.0,2025-11-15,Completed
EMP0072,Engineering,GOAL_EMP0072_1,Leadership Development,Improve leadership development by achieving 71% target,71,62,87.32394366197182,2025-09-03,In Progress
EMP0072,Engineering,GOAL_EMP0072_2,Project Completion,Improve project completion by achieving 71% target,71,61,85.91549295774648,2025-08-26,In Progress
EMP0072,Engineering,GOAL_EMP0072_3,Leadership Development,Improve leadership development by achieving 92% target,92,57,61.95652173913043,2025-08-22,In Progress
EMP0073,Product Management,GOAL_EMP0073_1,Leadership Development,Improve leadership development by achieving 84% target,84,52,61.904761904761905,2025-10-23,In Progress
EMP0073,Product Management,GOAL_EMP0073_2,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,75,100.0,2025-12-21,Completed
EMP0073,Product Management,GOAL_EMP0073_3,Performance Improvement,Improve performance improvement by achieving 73% target,73,69,94.52054794520548,2025-12-27,In Progress
EMP0073,Product Management,GOAL_EMP0073_4,Process Optimization,Improve process optimization by achieving 89% target,89,66,74.15730337078652,2025-09-21,In Progress
EMP0073,Product Management,GOAL_EMP0073_5,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,68,93.15068493150685,2025-11-21,In Progress
EMP0074,HR,GOAL_EMP0074_1,Client Satisfaction,Improve client satisfaction by achieving 88% target,88,65,73.86363636363636,2025-11-24,In Progress
EMP0074,HR,GOAL_EMP0074_2,Process Optimization,Improve process optimization by achieving 91% target,91,98,100.0,2025-08-14,Completed
EMP0074,HR,GOAL_EMP0074_3,Project Completion,Improve project completion by achieving 74% target,74,81,100.0,2025-12-03,Completed
EMP0075,Engineering,GOAL_EMP0075_1,Leadership Development,Improve leadership development by achieving 74% target,74,77,100.0,2025-11-17,Completed
EMP0075,Engineering,GOAL_EMP0075_2,Leadership Development,Improve leadership development by achieving 88% target,88,91,100.0,2025-12-09,Completed
EMP0075,Engineering,GOAL_EMP0075_3,Skill Development,Improve skill development by achieving 89% target,89,98,100.0,2025-12-30,Completed
EMP0075,Engineering,GOAL_EMP0075_4,Leadership Development,Improve leadership development by achieving 84% target,84,50,59.523809523809526,2025-09-04,In Progress
EMP0075,Engineering,GOAL_EMP0075_5,Performance Improvement,Improve performance improvement by achieving 70% target,70,74,100.0,2025-11-16,Completed
EMP0076,HR,GOAL_EMP0076_1,Client Satisfaction,Improve client satisfaction by achieving 78% target,78,68,87.17948717948718,2025-10-16,In Progress
EMP0076,HR,GOAL_EMP0076_2,Process Optimization,Improve process optimization by achieving 86% target,86,58,67.44186046511628,2025-11-28,In Progress
EMP0076,HR,GOAL_EMP0076_3,Project Completion,Improve project completion by achieving 91% target,91,71,78.02197802197803,2025-10-01,In Progress
EMP0076,HR,GOAL_EMP0076_4,Client Satisfaction,Improve client satisfaction by achieving 73% target,73,77,100.0,2025-11-18,Completed
EMP0076,HR,GOAL_EMP0076_5,Leadership Development,Improve leadership development by achieving 83% target,83,57,68.67469879518072,2025-08-11,In Progress
EMP0077,Product Management,GOAL_EMP0077_1,Performance Improvement,Improve performance improvement by achieving 91% target,91,68,74.72527472527473,2026-01-02,In Progress
EMP0077,Product Management,GOAL_EMP0077_2,Skill Development,Improve skill development by achieving 76% target,76,80,100.0,2026-01-03,Completed
EMP0077,Product Management,GOAL_EMP0077_3,Performance Improvement,Improve performance improvement by achieving 76% target,76,58,76.31578947368422,2026-01-01,In Progress
EMP0078,Sales,GOAL_EMP0078_1,Performance Improvement,Improve performance improvement by achieving 81% target,81,52,64.19753086419753,2025-10-24,In Progress
EMP0078,Sales,GOAL_EMP0078_2,Process Optimization,Improve process optimization by achieving 80% target,80,82,100.0,2025-10-02,Completed
EMP0078,Sales,GOAL_EMP0078_3,Process Optimization,Improve process optimization by achieving 77% target,77,81,100.0,2025-09-09,Completed
EMP0078,Sales,GOAL_EMP0078_4,Process Optimization,Improve process optimization by achieving 78% target,78,82,100.0,2026-01-07,Completed
EMP0078,Sales,GOAL_EMP0078_5,Performance Improvement,Improve performance improvement by achieving 93% target,93,72,77.41935483870968,2025-09-24,In Progress
EMP0079,HR,GOAL_EMP0079_1,Skill Development,Improve skill development by achieving 91% target,91,71,78.02197802197803,2025-12-12,In Progress
EMP0079,HR,GOAL_EMP0079_2,Client Satisfaction,Improve client satisfaction by achieving 94% target,94,90,95.74468085106383,2025-11-17,In Progress
EMP0079,HR,GOAL_EMP0079_3,Performance Improvement,Improve performance improvement by achieving 79% target,79,50,63.29113924050633,2025-11-03,In Progress
EMP0080,Marketing,GOAL_EMP0080_1,Performance Improvement,Improve performance improvement by achieving 85% target,85,56,65.88235294117646,2025-11-08,In Progress
EMP0080,Marketing,GOAL_EMP0080_2,Project Completion,Improve project completion by achieving 90% target,90,57,63.33333333333333,2025-08-27,In Progress
EMP0080,Marketing,GOAL_EMP0080_3,Performance Improvement,Improve performance improvement by achieving 74% target,74,79,100.0,2025-08-13,Completed
EMP0080,Marketing,GOAL_EMP0080_4,Client Satisfaction,Improve client satisfaction by achieving 84% target,84,81,96.42857142857143,2025-09-04,In Progress
EMP0081,Sales,GOAL_EMP0081_1,Performance Improvement,Improve performance improvement by achieving 71% target,71,72,100.0,2025-12-23,Completed
EMP0081,Sales,GOAL_EMP0081_2,Client Satisfaction,Improve client satisfaction by achieving 90% target,90,81,90.0,2026-01-07,In Progress
EMP0081,Sales,GOAL_EMP0081_3,Skill Development,Improve skill development by achieving 82% target,82,84,100.0,2025-09-28,Completed
EMP0081,Sales,GOAL_EMP0081_4,Process Optimization,Improve process optimization by achieving 74% target,74,73,98.64864864864865,2025-10-10,In Progress
EMP0082,Marketing,GOAL_EMP0082_1,Skill Development,Improve skill development by achieving 87% target,87,64,73.5632183908046,2026-01-08,In Progress
EMP0082,Marketing,GOAL_EMP0082_2,Client Satisfaction,Improve client satisfaction by achieving 81% target,81,50,61.72839506172839,2025-09-14,In Progress
EMP0082,Marketing,GOAL_EMP0082_3,Project Completion,Improve project completion by achieving 79% target,79,60,75.9493670886076,2025-08-19,In Progress
EMP0082,Marketing,GOAL_EMP0082_4,Skill Development,Improve skill development by achieving 87% target,87,73,83.9080459770115,2025-11-19,In Progress
EMP0083,Operations,GOAL_EMP0083_1,Project Completion,Improve project completion by achieving 78% target,78,57,73.07692307692307,2025-09-14,In Progress
EMP0083,Operations,GOAL_EMP0083_2,Project Completion,Improve project completion by achieving 95% target,95,67,70.52631578947368,2025-08-30,In Progress
EMP0083,Operations,GOAL_EMP0083_3,Process Optimization,Improve process optimization by achieving 73% target,73,73,100.0,2025-09-22,Completed
EMP0083,Operations,GOAL_EMP0083_4,Process Optimization,Improve process optimization by achieving 95% target,95,95,100.0,2025-11-05,Completed
EMP0083,Operations,GOAL_EMP0083_5,Project Completion,Improve project completion by achieving 78% target,78,82,100.0,2025-12-09,Completed
EMP0084,Finance,GOAL_EMP0084_1,Skill Development,Improve skill development by achieving 76% target,76,80,100.0,2025-12-31,Completed
EMP0084,Finance,GOAL_EMP0084_2,Project Completion,Improve project completion by achieving 85% target,85,94,100.0,2025-10-07,Completed
EMP0084,Finance,GOAL_EMP0084_3,Process Optimization,Improve process optimization by achieving 90% target,90,97,100.0,2025-10-15,Completed
EMP0084,Finance,GOAL_EMP0084_4,Project Completion,Improve project completion by achieving 95% target,95,57,60.0,2025-10-26,In Progress
EMP0084,Finance,GOAL_EMP0084_5,Leadership Development,Improve leadership development by achieving 88% target,88,95,100.0,2025-10-22,Completed
EMP0085,Operations,GOAL_EMP0085_1,Skill Development,Improve skill development by achieving 82% target,82,92,100.0,2025-12-01,Completed
EMP0085,Operations,GOAL_EMP0085_2,Leadership Development,Improve leadership development by achieving 88% target,88,76,86.36363636363636,2025-09-08,In Progress
EMP0085,Operations,GOAL_EMP0085_3,Client Satisfaction,Improve client satisfaction by achieving 70% target,70,67,95.71428571428572,2025-08-21,In Progress
EMP0085,Operations,GOAL_EMP0085_4,Project Completion,Improve project completion by achieving 83% target,83,53,63.85542168674698,2025-10-06,In Progress
EMP0086,Product Management,GOAL_EMP0086_1,Project Completion,Improve project completion by achieving 73% target,73,67,91.78082191780823,2025-12-29,In Progress
EMP0086,Product Management,GOAL_EMP0086_2,Process Optimization,Improve process optimization by achieving 95% target,95,79,83.15789473684211,2026-01-08,In Progress
EMP0086,Product Management,GOAL_EMP0086_3,Client Satisfaction,Improve client satisfaction by achieving 88% target,88,86,97.72727272727273,2025-11-16,In Progress
EMP0086,Product Management,GOAL_EMP0086_4,Performance Improvement,Improve performance improvement by achieving 86% target,86,60,69.76744186046511,2025-11-15,In Progress
EMP0086,Product Management,GOAL_EMP0086_5,Skill Development,Improve skill development by achieving 70% target,70,78,100.0,2025-11-23,Completed
EMP0087,HR,GOAL_EMP0087_1,Process Optimization,Improve process optimization by achieving 88% target,88,80,90.9090909090909,2025-08-27,In Progress
EMP0087,HR,GOAL_EMP0087_2,Leadership Development,Improve leadership development by achieving 91% target,91,54,59.34065934065934,2025-12-06,In Progress
EMP0087,HR,GOAL_EMP0087_3,Leadership Development,Improve leadership development by achieving 84% target,84,88,100.0,2025-11-26,Completed
EMP0087,HR,GOAL_EMP0087_4,Client Satisfaction,Improve client satisfaction by achieving 91% target,91,87,95.6043956043956,2025-12-15,In Progress
EMP0087,HR,GOAL_EMP0087_5,Leadership Development,Improve leadership development by achieving 84% target,84,69,82.14285714285714,2026-01-04,In Progress
EMP0088,Product Management,GOAL_EMP0088_1,Performance Improvement,Improve performance improvement by achieving 88% target,88,77,87.5,2025-12-15,In Progress
EMP0088,Product Management,GOAL_EMP0088_2,Leadership Development,Improve leadership development by achieving 85% target,85,89,100.0,2025-12-14,Completed
EMP0088,Product Management,GOAL_EMP0088_3,Project Completion,Improve project completion by achieving 93% target,93,96,100.0,2025-12-23,Completed
EMP0088,Product Management,GOAL_EMP0088_4,Performance Improvement,Improve performance improvement by achieving 92% target,92,70,76.08695652173914,2025-10-17,In Progress
EMP0088,Product Management,GOAL_EMP0088_5,Process Optimization,Improve process optimization by achieving 73% target,73,55,75.34246575342466,2025-10-31,In Progress
EMP0089,Customer Support,GOAL_EMP0089_1,Performance Improvement,Improve performance improvement by achieving 90% target,90,58,64.44444444444444,2025-12-03,In Progress
EMP0089,Customer Support,GOAL_EMP0089_2,Project Completion,Improve project completion by achieving 71% target,71,73,100.0,2025-10-07,Completed
EMP0089,Customer Support,GOAL_EMP0089_3,Leadership Development,Improve leadership development by achieving 92% target,92,68,73.91304347826086,2025-09-11,In Progress
EMP0089,Customer Support,GOAL_EMP0089_4,Leadership Development,Improve leadership development by achieving 83% target,83,88,100.0,2025-12-25,Completed
EMP0090,Product Management,GOAL_EMP0090_1,Leadership Development,Improve leadership development by achieving 86% target,86,91,100.0,2025-10-13,Completed
EMP0090,Product Management,GOAL_EMP0090_2,Project Completion,Improve project completion by achieving 87% target,87,60,68.96551724137932,2025-09-20,In Progress
EMP0090,Product Management,GOAL_EMP0090_3,Process Optimization,Improve process optimization by achieving 77% target,77,80,100.0,2025-10-12,Completed
EMP0090,Product Management,GOAL_EMP0090_4,Leadership Development,Improve leadership development by achieving 79% target,79,55,69.62025316455697,2025-12-24,In Progress
EMP0091,HR,GOAL_EMP0091_1,Process Optimization,Improve process optimization by achieving 92% target,92,81,88.04347826086956,2025-08-14,In Progress
EMP0091,HR,GOAL_EMP0091_2,Skill Development,Improve skill development by achieving 91% target,91,93,100.0,2025-11-11,Completed
EMP0091,HR,GOAL_EMP0091_3,Client Satisfaction,Improve client satisfaction by achieving 94% target,94,54,57.446808510638306,2025-12-01,In Progress
EMP0091,HR,GOAL_EMP0091_4,Skill Development,Improve skill development by achieving 74% target,74,81,100.0,2025-08-15,Completed
EMP0092,Customer Support,GOAL_EMP0092_1,Process Optimization,Improve process optimization by achieving 71% target,71,74,100.0,2025-11-24,Completed
EMP0092,Customer Support,GOAL_EMP0092_2,Performance Improvement,Improve performance improvement by achieving 72% target,72,54,75.0,2025-08-31,In Progress
EMP0092,Customer Support,GOAL_EMP0092_3,Performance Improvement,Improve performance improvement by achieving 71% target,71,74,100.0,2025-12-05,Completed
EMP0092,Customer Support,GOAL_EMP0092_4,Project Completion,Improve project completion by achieving 70% target,70,73,100.0,2025-10-26,Completed
EMP0092,Customer Support,GOAL_EMP0092_5,Performance Improvement,Improve performance improvement by achieving 89% target,89,76,85.39325842696628,2025-11-08,In Progress
EMP0093,Operations,GOAL_EMP0093_1,Project Completion,Improve project completion by achieving 78% target,78,85,100.0,2025-11-22,Completed
EMP0093,Operations,GOAL_EMP0093_2,Leadership Development,Improve leadership development by achieving 89% target,89,65,73.03370786516854,2025-10-08,In Progress
EMP0093,Operations,GOAL_EMP0093_3,Performance Improvement,Improve performance improvement by achieving 74% target,74,78,100.0,2025-09-24,Completed
EMP0093,Operations,GOAL_EMP0093_4,Leadership Development,Improve leadership development by achieving 82% target,82,81,98.78048780487805,2025-11-19,In Progress
EMP0094,Operations,GOAL_EMP0094_1,Process Optimization,Improve process optimization by achieving 88% target,88,58,65.9090909090909,2025-12-07,In Progress
EMP0094,Operations,GOAL_EMP0094_2,Performance Improvement,Improve performance improvement by achieving 94% target,94,68,72.3404255319149,2025-09-22,In Progress
EMP0094,Operations,GOAL_EMP0094_3,Performance Improvement,Improve performance improvement by achieving 75% target,75,55,73.33333333333333,2025-10-10,In Progress
EMP0094,Operations,GOAL_EMP0094_4,Performance Improvement,Improve performance improvement by achieving 75% target,75,84,100.0,2025-11-07,Completed
EMP0095,HR,GOAL_EMP0095_1,Process Optimization,Improve process optimization by achieving 84% target,84,61,72.61904761904762,2025-10-07,In Progress
EMP0095,HR,GOAL_EMP0095_2,Project Completion,Improve project completion by achieving 94% target,94,79,84.04255319148936,2025-12-14,In Progress
EMP0095,HR,GOAL_EMP0095_3,Skill Development,Improve skill development by achieving 93% target,93,81,87.09677419354838,2025-09-05,In Progress
EMP0095,HR,GOAL_EMP0095_4,Performance Improvement,Improve performance improvement by achieving 93% target,93,92,98.9247311827957,2025-09-06,In Progress
EMP0095,HR,GOAL_EMP0095_5,Project Completion,Improve project completion by achieving 71% target,71,60,84.50704225352112,2025-09-03,In Progress
EMP0096,Marketing,GOAL_EMP0096_1,Client Satisfaction,Improve client satisfaction by achieving 77% target,77,79,100.0,2025-09-13,Completed
EMP0096,Marketing,GOAL_EMP0096_2,Client Satisfaction,Improve client satisfaction by achieving 71% target,71,51,71.83098591549296,2025-10-03,In Progress
EMP0096,Marketing,GOAL_EMP0096_3,Performance Improvement,Improve performance improvement by achieving 92% target,92,81,88.04347826086956,2025-08-20,In Progress
EMP0097,Customer Support,GOAL_EMP0097_1,Project Completion,Improve project completion by achieving 87% target,87,57,65.51724137931035,2025-12-27,In Progress
EMP0097,Customer Support,GOAL_EMP0097_2,Client Satisfaction,Improve client satisfaction by achieving 76% target,76,77,100.0,2025-11-02,Completed
EMP0097,Customer Support,GOAL_EMP0097_3,Client Satisfaction,Improve client satisfaction by achieving 83% target,83,67,80.72289156626506,2025-12-13,In Progress
EMP0098,Operations,GOAL_EMP0098_1,Leadership Development,Improve leadership development by achieving 86% target,86,67,77.90697674418605,2025-11-30,In Progress
EMP0098,Operations,GOAL_EMP0098_2,Performance Improvement,Improve performance improvement by achieving 70% target,70,73,100.0,2025-12-01,Completed
EMP0098,Operations,GOAL_EMP0098_3,Skill Development,Improve skill development by achieving 83% target,83,83,100.0,2025-10-18,Completed
EMP0098,Operations,GOAL_EMP0098_4,Performance Improvement,Improve performance improvement by achieving 87% target,87,69,79.3103448275862,2025-11-20,In Progress
EMP0098,Operations,GOAL_EMP0098_5,Process Optimization,Improve process optimization by achieving 73% target,73,77,100.0,2026-01-04,Completed
EMP0099,Finance,GOAL_EMP0099_1,Project Completion,Improve project completion by achieving 92% target,92,85,92.3913043478261,2025-09-09,In Progress
EMP0099,Finance,GOAL_EMP0099_2,Process Optimization,Improve process optimization by achieving 81% target,81,86,100.0,2025-11-26,Completed
EMP0099,Finance,GOAL_EMP0099_3,Client Satisfaction,Improve client satisfaction by achieving 92% target,92,63,68.47826086956522,2025-12-07,In Progress
EMP0099,Finance,GOAL_EMP0099_4,Performance Improvement,Improve performance improvement by achieving 92% target,92,95,100.0,2025-11-05,Completed
